"user 2 alpha","user 2 beta","user 6 alpha","user 6 beta","user 7 alpha","user 7 beta","user 8 alpha","user 8 beta","user 9 alpha","user 9 beta","user 12 alpha","user 12 beta","user 13 alpha","user 13 beta","user 16 alpha","user 16 beta","user 17 alpha","user 17 beta","SumBeta","SumAlpha","Alpha waves, Tutorial, all users","Beta waves, Tutorial, all users","LearnersAlpha","LearnersBeta","NonLearnersAlpha","NonLearnersBeta","(NonLearnersBeta) / 4","(NonLearnersAlpha) / 4","(LearnersAlpha) / 5","(LearnersBeta) / 5","LearnersAB","NonLearnesAB"
0.343381,0.309993,0.428428,0.357944,0.338491,0.353846,0.163541,0.351745,0.373012,0.367725,0.494369,0.352992,0.372080,0.352992,0.397342,0.352741,0.307688,0.346139,3.146117,3.218333,0.357593,0.349569,1.770714,1.720464,1.447619,1.425653,0.356413,0.361905,0.354143,0.344093,1.029207,1.015408
0.343897,0.310181,0.427467,0.357987,0.338528,0.353830,0.163837,0.351078,0.372477,0.366774,0.494782,0.352874,0.372499,0.352874,0.399242,0.352635,0.306857,0.345947,3.144180,3.219585,0.357732,0.349353,1.774257,1.719642,1.445328,1.424538,0.356134,0.361332,0.354851,0.343928,1.031760,1.014595
0.344611,0.310382,0.426540,0.357933,0.338569,0.353774,0.164187,0.350578,0.371596,0.365893,0.495262,0.352696,0.372753,0.352696,0.401294,0.352750,0.306250,0.345833,3.142536,3.221061,0.357896,0.349171,1.778106,1.719103,1.442955,1.423433,0.355858,0.360739,0.355621,0.343821,1.034322,1.013715
0.345501,0.310598,0.425629,0.357817,0.338606,0.353677,0.164520,0.350271,0.370325,0.365311,0.495818,0.352445,0.372871,0.352445,0.403569,0.353170,0.305987,0.345799,3.141533,3.222826,0.358092,0.349059,1.782279,1.718929,1.440547,1.422604,0.355651,0.360137,0.356456,0.343786,1.036855,1.012613
0.346546,0.310848,0.424707,0.357672,0.338636,0.353542,0.164765,0.350144,0.368849,0.364325,0.496442,0.352116,0.372889,0.352116,0.406065,0.354074,0.305709,0.345828,3.140665,3.224608,0.358290,0.348963,1.786707,1.719298,1.437902,1.421367,0.355342,0.359475,0.357341,0.343860,1.039207,1.011633
0.347710,0.311145,0.423749,0.357523,0.338656,0.353374,0.164908,0.350089,0.367206,0.362009,0.497089,0.351737,0.372851,0.351737,0.408732,0.355634,0.305406,0.345896,3.139143,3.226308,0.358479,0.348794,1.791290,1.720342,1.435018,1.418802,0.354700,0.358754,0.358258,0.344068,1.041241,1.011429
0.348929,0.311434,0.422729,0.357397,0.338662,0.353179,0.164956,0.349898,0.365404,0.358035,0.497705,0.351396,0.372793,0.351396,0.411561,0.357082,0.305174,0.345966,3.135784,3.227913,0.358657,0.348420,1.795944,1.721206,1.431969,1.414578,0.353645,0.357992,0.359189,0.344241,1.043422,1.012294
0.350125,0.311624,0.421621,0.357313,0.338650,0.352966,0.164924,0.349548,0.363448,0.355625,0.498255,0.351192,0.372702,0.351192,0.414582,0.357780,0.304960,0.345999,3.133240,3.229267,0.358807,0.348138,1.800589,1.721336,1.428678,1.411904,0.352976,0.357170,0.360118,0.344267,1.046042,1.011880
0.351257,0.311688,0.420390,0.357286,0.338617,0.352744,0.164833,0.349157,0.361330,0.353885,0.498726,0.351138,0.372547,0.351138,0.417754,0.357886,0.304683,0.345968,3.130890,3.230137,0.358904,0.347877,1.805117,1.721008,1.425020,1.409882,0.352471,0.356255,0.361023,0.344202,1.048872,1.010737
0.352313,0.311627,0.418998,0.357327,0.338567,0.352523,0.164699,0.348792,0.359048,0.352597,0.499108,0.351196,0.372310,0.351196,0.420997,0.357578,0.304359,0.345943,3.128779,3.230398,0.358933,0.347642,1.809427,1.720390,1.420971,1.408389,0.352097,0.355243,0.361885,0.344078,1.051754,1.008934
0.353292,0.311446,0.417426,0.357442,0.338507,0.352313,0.164535,0.348457,0.356632,0.351713,0.499396,0.351307,0.371987,0.351307,0.424306,0.357046,0.304031,0.346075,3.127106,3.230111,0.358901,0.347456,1.813516,1.719563,1.416596,1.407543,0.351886,0.354149,0.362703,0.343913,1.054637,1.006432
0.354203,0.311139,0.415688,0.357620,0.338454,0.352124,0.164346,0.348207,0.354127,0.351159,0.499589,0.351411,0.371566,0.351411,0.427701,0.356423,0.303687,0.346414,3.125908,3.229360,0.358818,0.347323,1.817405,1.718591,1.411955,1.407317,0.351829,0.352989,0.363481,0.343718,1.057497,1.003296
0.355059,0.310700,0.413825,0.357831,0.338429,0.351965,0.164128,0.348118,0.351572,0.350842,0.499684,0.351465,0.371043,0.351465,0.431139,0.355750,0.303306,0.346919,3.125053,3.228184,0.358687,0.347228,1.821052,1.717496,1.407132,1.407557,0.351889,0.351783,0.364210,0.343499,1.060295,0.999698
0.355879,0.310152,0.411890,0.358026,0.338450,0.351842,0.163876,0.348281,0.349063,0.350703,0.499680,0.351453,0.370426,0.351453,0.434609,0.355052,0.302952,0.347468,3.124431,3.226826,0.358536,0.347159,1.824471,1.716392,1.402355,1.408040,0.352010,0.350589,0.364894,0.343278,1.062969,0.995963
0.356685,0.309611,0.409932,0.358165,0.338522,0.351760,0.163588,0.348771,0.346802,0.350701,0.499579,0.351390,0.369736,0.351390,0.438269,0.354442,0.302669,0.347956,3.124186,3.225781,0.358420,0.347132,1.827856,1.715603,1.397925,1.408583,0.352146,0.349481,0.365571,0.343121,1.065431,0.992434
0.357496,0.309172,0.407993,0.358231,0.338637,0.351722,0.163268,0.349615,0.344891,0.350785,0.499390,0.351304,0.368998,0.351304,0.442424,0.354000,0.302389,0.348359,3.124492,3.225486,0.358387,0.347166,1.831577,1.715395,1.393910,1.409097,0.352274,0.348477,0.366315,0.343079,1.067729,0.989222
0.358328,0.308859,0.406113,0.358229,0.338771,0.351726,0.162941,0.350795,0.343259,0.350925,0.499127,0.351217,0.368242,0.351217,0.447357,0.353740,0.302030,0.348678,3.125385,3.226167,0.358463,0.347265,1.835995,1.715828,1.390172,1.409557,0.352389,0.347543,0.367199,0.343166,1.070035,0.986247
0.359178,0.308670,0.404337,0.358175,0.338893,0.351772,0.162646,0.351949,0.341820,0.351122,0.498814,0.351135,0.367525,0.351135,0.453156,0.353662,0.301643,0.348915,3.126535,3.228012,0.358668,0.347393,1.841319,1.716552,1.386693,1.409983,0.352496,0.346673,0.368264,0.343310,1.072685,0.983482
0.360041,0.308595,0.402716,0.358096,0.338977,0.351855,0.162436,0.352604,0.340553,0.351412,0.498476,0.351049,0.366858,0.351049,0.459583,0.353886,0.301366,0.349068,3.127615,3.231006,0.359001,0.347513,1.847393,1.717183,1.383612,1.410432,0.352608,0.345903,0.369479,0.343437,1.075828,0.980985
0.360906,0.308626,0.401296,0.358017,0.339014,0.351971,0.162359,0.352669,0.339455,0.351860,0.498142,0.350929,0.365934,0.350929,0.465491,0.354637,0.301234,0.349138,3.128775,3.233831,0.359315,0.347642,1.852832,1.717789,1.381000,1.410986,0.352747,0.345250,0.370566,0.343558,1.078614,0.978748
0.361764,0.308746,0.400108,0.357955,0.339010,0.352111,0.162456,0.352376,0.338511,0.352547,0.497830,0.350722,0.364411,0.350722,0.469990,0.355786,0.301146,0.349121,3.130085,3.235225,0.359469,0.347787,1.856450,1.718351,1.378774,1.411734,0.352934,0.344694,0.371290,0.343670,1.080367,0.976653
0.362609,0.308932,0.399162,0.357910,0.338980,0.352268,0.162760,0.352045,0.337716,0.353534,0.497548,0.350380,0.362385,0.350380,0.473102,0.356992,0.301025,0.349023,3.131464,3.235287,0.359476,0.347940,1.858404,1.718729,1.376883,1.412735,0.353184,0.344221,0.371681,0.343746,1.081266,0.974622
0.363439,0.309151,0.398454,0.357877,0.338941,0.352434,0.163300,0.351933,0.337124,0.354743,0.497296,0.349915,0.360701,0.349915,0.475170,0.357975,0.300914,0.348863,3.132805,3.235340,0.359482,0.348089,1.859906,1.718888,1.375433,1.413917,0.353479,0.343858,0.371981,0.343778,1.082041,0.972782
0.364257,0.309365,0.397970,0.357852,0.338916,0.352600,0.164105,0.352225,0.336839,0.355991,0.497065,0.349407,0.359210,0.349407,0.476476,0.358577,0.300848,0.348678,3.134103,3.235686,0.359521,0.348234,1.861112,1.718983,1.374574,1.415120,0.353780,0.343643,0.372222,0.343797,1.082682,0.971348
0.365066,0.309540,0.397682,0.357839,0.338928,0.352758,0.165198,0.352819,0.336972,0.357000,0.496842,0.348976,0.357862,0.348976,0.477107,0.358803,0.300767,0.348503,3.135214,3.236425,0.359603,0.348357,1.862075,1.719114,1.374350,1.416100,0.354025,0.343588,0.372415,0.343823,1.083160,0.970518
0.365873,0.309646,0.397544,0.357866,0.339002,0.352899,0.166600,0.353185,0.337593,0.357520,0.496610,0.348752,0.356623,0.348752,0.477317,0.358681,0.300631,0.348369,3.135669,3.237793,0.359755,0.348408,1.863022,1.719015,1.374771,1.416654,0.354164,0.343693,0.372604,0.343803,1.083773,0.970435
0.366680,0.309669,0.397488,0.357974,0.339167,0.353017,0.168311,0.353360,0.338713,0.357544,0.496350,0.349230,0.355468,0.349230,0.477420,0.358206,0.300486,0.348289,3.136517,3.240085,0.360009,0.348502,1.864230,1.719694,1.375855,1.416823,0.354206,0.343964,0.372846,0.343939,1.084047,0.971084
0.367494,0.309606,0.397472,0.358136,0.339456,0.353106,0.170294,0.353418,0.340262,0.357177,0.496050,0.350400,0.354373,0.350400,0.477469,0.357272,0.300318,0.348263,3.137778,3.243189,0.360354,0.348642,1.865681,1.721096,1.377508,1.416682,0.354171,0.344377,0.373136,0.344219,1.084007,0.972348
0.368317,0.309468,0.397481,0.358272,0.339893,0.353161,0.172441,0.353409,0.342075,0.356539,0.495700,0.351595,0.353286,0.351595,0.477500,0.355850,0.300016,0.348283,3.138174,3.246709,0.360745,0.348686,1.867244,1.721918,1.379464,1.416256,0.354064,0.344866,0.373449,0.344384,1.084398,0.974022
0.369155,0.309276,0.397504,0.358378,0.340406,0.353180,0.174572,0.353370,0.343936,0.355748,0.495290,0.352187,0.352189,0.352187,0.477535,0.354016,0.299524,0.348336,3.136677,3.250109,0.361123,0.348520,1.868739,1.721036,1.381370,1.415642,0.353910,0.345343,0.373748,0.344207,1.085823,0.975791
0.370008,0.309059,0.397537,0.358517,0.340845,0.353159,0.176503,0.353325,0.345626,0.354924,0.494811,0.352278,0.351091,0.352278,0.477690,0.352202,0.298969,0.348409,3.134151,3.253080,0.361453,0.348239,1.870102,1.719142,1.382978,1.415009,0.353752,0.345745,0.374020,0.343828,1.087811,0.977363
0.370875,0.308850,0.397577,0.358715,0.341173,0.353101,0.178118,0.353280,0.346961,0.354161,0.494254,0.352053,0.350005,0.352053,0.478162,0.351184,0.298454,0.348491,3.131889,3.255580,0.361731,0.347988,1.871415,1.717421,1.384165,1.414468,0.353617,0.346041,0.374283,0.343484,1.089666,0.978576
0.371755,0.308676,0.397621,0.358889,0.341388,0.353007,0.179384,0.353218,0.347836,0.353510,0.493605,0.351598,0.348936,0.351598,0.478923,0.350916,0.297951,0.348571,3.129982,3.257400,0.361933,0.347776,1.872603,1.716006,1.384797,1.413977,0.353494,0.346199,0.374521,0.343201,1.091257,0.979363
0.372638,0.308557,0.397658,0.359004,0.341489,0.352880,0.180307,0.353102,0.348251,0.353006,0.492850,0.351057,0.347896,0.351057,0.479938,0.351122,0.297431,0.348640,3.128425,3.258459,0.362051,0.347603,1.873630,1.714895,1.384829,1.413530,0.353383,0.346207,0.374726,0.342979,1.092562,0.979695
0.373518,0.308508,0.397668,0.359108,0.341488,0.352725,0.180903,0.352988,0.348281,0.352683,0.491977,0.350489,0.346910,0.350489,0.481215,0.351647,0.296912,0.348693,3.127330,3.258871,0.362097,0.347481,1.874522,1.714120,1.384350,1.413210,0.353302,0.346087,0.374904,0.342824,1.093577,0.979578
0.374383,0.308537,0.397636,0.359215,0.341409,0.352549,0.181259,0.352967,0.348052,0.352556,0.490977,0.349845,0.345996,0.349845,0.482750,0.352339,0.296414,0.348725,3.126579,3.258875,0.362097,0.347398,1.875366,1.713533,1.383510,1.413046,0.353262,0.345877,0.375073,0.342707,1.094444,0.979098
0.375221,0.308649,0.397572,0.359300,0.341283,0.352358,0.181447,0.352948,0.347694,0.352603,0.489860,0.349100,0.345155,0.349100,0.484492,0.353047,0.295949,0.348736,3.125842,3.258673,0.362075,0.347316,1.876174,1.712845,1.382498,1.412997,0.353249,0.345625,0.375235,0.342569,1.095356,0.978415
0.376019,0.308836,0.397542,0.359323,0.341150,0.352161,0.181465,0.352815,0.347323,0.352770,0.488651,0.348364,0.344381,0.348364,0.486376,0.353679,0.295511,0.348727,3.125038,3.258419,0.362047,0.347226,1.876893,1.712058,1.381527,1.412980,0.353245,0.345382,0.375379,0.342412,1.096279,0.977740
0.376766,0.309076,0.397573,0.359252,0.341047,0.351965,0.181309,0.352548,0.347043,0.352973,0.487385,0.347806,0.343680,0.347806,0.488360,0.354183,0.295111,0.348701,3.124312,3.258274,0.362030,0.347146,1.877500,1.711420,1.380774,1.412892,0.353223,0.345194,0.375500,0.342284,1.097042,0.977268
0.377460,0.309329,0.397668,0.359078,0.341003,0.351780,0.180978,0.352184,0.346941,0.353031,0.486089,0.347308,0.343062,0.347308,0.490429,0.354544,0.294757,0.348664,3.123227,3.258387,0.362043,0.347025,1.878017,1.710673,1.380370,1.412554,0.353138,0.345092,0.375603,0.342135,1.097824,0.977216
0.378118,0.309547,0.397830,0.358802,0.341030,0.351614,0.180467,0.351773,0.347050,0.352688,0.484781,0.346899,0.342535,0.346899,0.492572,0.354780,0.294482,0.348621,3.121624,3.258866,0.362096,0.346847,1.878473,1.709898,1.380392,1.411725,0.352931,0.345098,0.375695,0.341980,1.098588,0.977805
0.378765,0.309696,0.398060,0.358430,0.341125,0.351475,0.179774,0.351364,0.347348,0.352161,0.483475,0.346596,0.342107,0.346596,0.494753,0.354901,0.294279,0.348577,3.119797,3.259687,0.362187,0.346644,1.878875,1.709154,1.380812,1.410643,0.352661,0.345203,0.375775,0.341831,1.099301,0.978853
0.379424,0.309759,0.398351,0.357981,0.341300,0.351371,0.178899,0.350997,0.347793,0.351526,0.482185,0.346242,0.341785,0.346242,0.496929,0.354874,0.294154,0.348537,3.117531,3.260819,0.362313,0.346392,1.879223,1.708115,1.381597,1.409415,0.352354,0.345399,0.375845,0.341623,1.100173,0.980263
0.380108,0.309736,0.398686,0.357526,0.341592,0.351307,0.177849,0.350703,0.348347,0.350865,0.480942,0.345670,0.341571,0.345670,0.499078,0.354658,0.294154,0.348506,3.114639,3.262329,0.362481,0.346071,1.879549,1.706436,1.382779,1.408204,0.352051,0.345695,0.375910,0.341287,1.101447,0.981945
0.380825,0.309637,0.399047,0.357171,0.342033,0.351290,0.176670,0.350492,0.348983,0.350277,0.479815,0.344810,0.341450,0.344810,0.501200,0.354222,0.294341,0.348484,3.111192,3.264364,0.362707,0.345688,1.879960,1.703971,1.384404,1.407221,0.351805,0.346101,0.375992,0.340794,1.103282,0.983786
0.381575,0.309476,0.399413,0.356940,0.342614,0.351322,0.175460,0.350364,0.349674,0.349812,0.478938,0.343978,0.341392,0.343978,0.503312,0.353527,0.294737,0.348472,3.107870,3.267114,0.363013,0.345319,1.880677,1.701323,1.386437,1.406547,0.351637,0.346609,0.376135,0.340265,1.105420,0.985703
0.382348,0.309274,0.399770,0.356801,0.343250,0.351406,0.174338,0.350312,0.350389,0.349460,0.478474,0.343328,0.341372,0.343328,0.505433,0.352658,0.295102,0.348472,3.105039,3.270477,0.363386,0.345004,1.881966,1.698900,1.388511,1.406139,0.351535,0.347128,0.376393,0.339780,1.107755,0.987463
0.383126,0.309052,0.400102,0.356642,0.343798,0.351541,0.173380,0.350346,0.351086,0.349219,0.478511,0.342889,0.341376,0.342889,0.507575,0.351946,0.295328,0.348482,3.103005,3.274281,0.363809,0.344778,1.883967,1.697122,1.390314,1.405883,0.351471,0.347578,0.376793,0.339424,1.110095,0.988926
0.383880,0.308833,0.400395,0.356264,0.344077,0.351724,0.172621,0.350492,0.351723,0.349095,0.478846,0.342796,0.341394,0.342796,0.509731,0.351594,0.295539,0.348500,3.102094,3.278206,0.364245,0.344677,1.886472,1.696510,1.391734,1.405583,0.351396,0.347933,0.377294,0.339302,1.111972,0.990147
0.384579,0.308642,0.400630,0.355654,0.343991,0.351951,0.172083,0.350777,0.352257,0.349095,0.479415,0.343015,0.341419,0.343015,0.511931,0.351600,0.295758,0.348526,3.102275,3.282063,0.364674,0.344697,1.889427,1.697049,1.392636,1.405226,0.351307,0.348159,0.377885,0.339410,1.113360,0.991041
0.385196,0.308500,0.400794,0.354901,0.343605,0.352215,0.171777,0.351195,0.352641,0.349233,0.480266,0.343402,0.341456,0.343402,0.514278,0.351899,0.295868,0.348556,3.103303,3.285882,0.365098,0.344811,1.892973,1.698398,1.392908,1.404905,0.351226,0.348227,0.378595,0.339680,1.114564,0.991461
0.385710,0.308430,0.400884,0.354075,0.343110,0.352506,0.171711,0.351669,0.352840,0.349529,0.481438,0.343807,0.341472,0.343807,0.516820,0.352380,0.295849,0.348589,3.104792,3.289836,0.365537,0.344977,1.897152,1.700093,1.392684,1.404699,0.351175,0.348171,0.379430,0.340019,1.115911,0.991446
0.386104,0.308449,0.400913,0.353235,0.342648,0.352812,0.171886,0.352078,0.352869,0.350014,0.482900,0.344113,0.341418,0.344113,0.519448,0.352907,0.295913,0.348621,3.106341,3.294099,0.366011,0.345149,1.901755,1.701659,1.392344,1.404682,0.351171,0.348086,0.380351,0.340332,1.117589,0.991216
0.386364,0.308569,0.400908,0.352425,0.342317,0.353120,0.172291,0.352334,0.352771,0.350702,0.484455,0.344240,0.341229,0.344240,0.522067,0.353387,0.296272,0.348649,3.107665,3.298674,0.366519,0.345296,1.906406,1.702770,1.392268,1.404895,0.351224,0.348067,0.381281,0.340554,1.119591,0.991012
0.386480,0.308789,0.400897,0.351661,0.342266,0.353415,0.172906,0.352416,0.352587,0.351578,0.485756,0.344165,0.340880,0.344165,0.524700,0.353800,0.297017,0.348667,3.108656,3.303488,0.367054,0.345406,1.910721,1.703335,1.392767,1.405320,0.351330,0.348192,0.382144,0.340667,1.121753,0.991067
0.386442,0.309079,0.400902,0.350935,0.342545,0.353681,0.173715,0.352355,0.352351,0.352578,0.486195,0.343954,0.340374,0.343954,0.527421,0.354169,0.298132,0.348669,3.109372,3.308077,0.367564,0.345486,1.914147,1.703510,1.393930,1.405863,0.351466,0.348482,0.382829,0.340702,1.123649,0.991512
0.386240,0.309380,0.400942,0.350223,0.342990,0.353904,0.174715,0.352199,0.352091,0.353587,0.485373,0.343721,0.339710,0.343721,0.530234,0.354518,0.299121,0.348646,3.109900,3.311416,0.367935,0.345544,1.916272,1.703539,1.395144,1.406361,0.351590,0.348786,0.383254,0.340708,1.124877,0.992024
0.385866,0.309624,0.401032,0.349491,0.343391,0.354071,0.175923,0.351997,0.351821,0.354515,0.482863,0.343537,0.338875,0.343537,0.533089,0.354827,0.299911,0.348590,3.110189,3.312772,0.368086,0.345577,1.916617,1.703522,1.396155,1.406667,0.351667,0.349039,0.383323,0.340704,1.125091,0.992527
0.385310,0.309769,0.401188,0.348702,0.343672,0.354172,0.177367,0.351788,0.351543,0.355339,0.479025,0.343412,0.337881,0.343412,0.535894,0.355049,0.300284,0.348490,3.110132,3.312163,0.368018,0.345570,1.915476,1.703430,1.396687,1.406702,0.351676,0.349172,0.383095,0.340686,1.124482,0.992880
0.384561,0.309808,0.401429,0.347871,0.343847,0.354201,0.179057,0.351599,0.351250,0.356057,0.474633,0.343329,0.336806,0.343329,0.538521,0.355136,0.300182,0.348336,3.109666,3.310287,0.367810,0.345518,1.913578,1.703202,1.396709,1.406464,0.351616,0.349177,0.382716,0.340640,1.123518,0.993064
0.383606,0.309760,0.401774,0.347077,0.343959,0.354156,0.180973,0.351453,0.350945,0.356658,0.469898,0.343270,0.335810,0.343270,0.540988,0.354963,0.299824,0.348123,3.108729,3.307776,0.367531,0.345414,1.911274,1.702716,1.396501,1.406014,0.351503,0.349125,0.382255,0.340543,1.122486,0.993235
0.382428,0.309653,0.402233,0.346371,0.344042,0.354039,0.183045,0.351365,0.350635,0.357137,0.464946,0.343222,0.334985,0.343222,0.543318,0.354162,0.299416,0.347849,3.107022,3.305047,0.367227,0.345225,1.908721,1.701626,1.396326,1.405396,0.351349,0.349081,0.381744,0.340325,1.121705,0.993546
0.381004,0.309515,0.402799,0.345741,0.344105,0.353858,0.185140,0.351349,0.350330,0.357493,0.460203,0.343190,0.334519,0.343190,0.545495,0.352158,0.298895,0.347516,3.104011,3.302491,0.366943,0.344890,1.906361,1.699403,1.396130,1.404608,0.351152,0.349032,0.381272,0.339881,1.121783,0.993964
0.379299,0.309369,0.403426,0.345193,0.344137,0.353623,0.187011,0.351405,0.350043,0.357711,0.456609,0.343185,0.334562,0.343185,0.547582,0.348702,0.298158,0.347123,3.099497,3.300828,0.366759,0.344389,1.905064,1.695846,1.395764,1.403651,0.350913,0.348941,0.381013,0.339169,1.123371,0.994381
0.377261,0.309234,0.404029,0.344782,0.344113,0.353348,0.188601,0.351513,0.349793,0.357764,0.454052,0.343219,0.335161,0.343219,0.549725,0.346628,0.297422,0.346694,3.096401,3.300158,0.366684,0.344045,1.904800,1.693813,1.395357,1.402587,0.350647,0.348839,0.380960,0.338763,1.124563,0.994845
0.374805,0.309127,0.404511,0.344577,0.344025,0.353048,0.189959,0.351636,0.349619,0.357620,0.452204,0.343296,0.336290,0.343296,0.551992,0.346126,0.296907,0.346318,3.095044,3.300313,0.366701,0.343894,1.905250,1.693481,1.395063,1.401563,0.350391,0.348766,0.381050,0.338696,1.125050,0.995362
0.371820,0.309066,0.404803,0.344558,0.343885,0.352739,0.191144,0.351731,0.349550,0.357265,0.450867,0.343409,0.337833,0.343409,0.554444,0.346693,0.296613,0.346065,3.094934,3.300959,0.366773,0.343882,1.906109,1.694308,1.394850,1.400626,0.350156,0.348713,0.381222,0.338862,1.125007,0.995876
0.368385,0.309066,0.404866,0.344676,0.343721,0.352435,0.192221,0.351770,0.349599,0.356696,0.449905,0.343542,0.339567,0.343542,0.557387,0.347777,0.296372,0.345929,3.095433,3.302022,0.366891,0.343937,1.907465,1.695697,1.394558,1.399735,0.349934,0.348639,0.381493,0.339139,1.124885,0.996301
0.365465,0.309141,0.404687,0.344935,0.343568,0.352149,0.193257,0.351747,0.349768,0.355952,0.449202,0.343674,0.341291,0.343674,0.561269,0.348947,0.296088,0.345881,3.096101,3.304594,0.367177,0.344011,1.910484,1.697183,1.394111,1.398918,0.349729,0.348528,0.382097,0.339437,1.125679,0.996564
0.363348,0.309296,0.404265,0.345339,0.343458,0.351894,0.194311,0.351700,0.350069,0.355217,0.448667,0.343780,0.342922,0.343780,0.566145,0.350023,0.295808,0.345902,3.096930,3.308994,0.367666,0.344103,1.915393,1.698578,1.393601,1.398352,0.349588,0.348400,0.383079,0.339716,1.127645,0.996602
0.361800,0.309516,0.403610,0.345805,0.343412,0.351678,0.195426,0.351711,0.350525,0.354759,0.448231,0.343835,0.344439,0.343835,0.571563,0.350956,0.295583,0.345979,3.098075,3.314589,0.368288,0.344231,1.921459,1.699853,1.393130,1.398222,0.349555,0.348283,0.384292,0.339971,1.130368,0.996358
0.360608,0.309771,0.402733,0.346179,0.343431,0.351510,0.196627,0.351851,0.351168,0.354621,0.447838,0.343826,0.345841,0.343826,0.577282,0.351801,0.295398,0.346111,3.099495,3.320926,0.368992,0.344388,1.928196,1.701074,1.392729,1.398421,0.349605,0.348182,0.385639,0.340215,1.133517,0.995930
0.359615,0.310021,0.401768,0.346377,0.343496,0.351393,0.197915,0.352054,0.352008,0.354703,0.447429,0.343749,0.347129,0.343749,0.583589,0.352582,0.295258,0.346302,3.100930,3.328207,0.369801,0.344548,1.935677,1.702156,1.392530,1.398775,0.349694,0.348132,0.387135,0.340431,1.137192,0.995535
0.358709,0.310238,0.400899,0.346398,0.343579,0.351332,0.199281,0.352023,0.353031,0.354918,0.446945,0.343609,0.348302,0.343609,0.590596,0.353254,0.295206,0.346562,3.101943,3.336548,0.370728,0.344660,1.943833,1.702732,1.392714,1.399210,0.349803,0.348179,0.388767,0.340546,1.141597,0.995357
0.357834,0.310417,0.400141,0.346272,0.343657,0.351328,0.200709,0.351515,0.354196,0.355209,0.446328,0.343415,0.349355,0.343415,0.597898,0.353842,0.295246,0.346908,3.102321,3.345365,0.371707,0.344702,1.952125,1.702604,1.393240,1.399717,0.349929,0.348310,0.390425,0.340521,1.146553,0.995372
0.356979,0.310582,0.399502,0.346051,0.343723,0.351381,0.202182,0.350550,0.355435,0.355533,0.445525,0.343190,0.350276,0.343190,0.605185,0.354396,0.295347,0.347346,3.102220,3.354154,0.372684,0.344691,1.960147,1.701909,1.394007,1.400311,0.350078,0.348502,0.392029,0.340382,1.151734,0.995498
0.356164,0.310758,0.398981,0.345805,0.343782,0.351489,0.203681,0.349438,0.356640,0.355868,0.444517,0.342967,0.351049,0.342967,0.612374,0.354934,0.295495,0.347815,3.102041,3.362683,0.373631,0.344671,1.967786,1.701065,1.394898,1.400976,0.350244,0.348724,0.393557,0.340213,1.156796,0.995661
0.355431,0.310911,0.398566,0.345589,0.343840,0.351647,0.205188,0.348522,0.357727,0.356214,0.443414,0.342774,0.351674,0.342774,0.619263,0.355475,0.295735,0.348208,3.102114,3.370838,0.374538,0.344679,1.974970,1.700456,1.395868,1.401658,0.350415,0.348967,0.394994,0.340091,1.161436,0.995869
0.354827,0.310995,0.398220,0.345431,0.343895,0.351851,0.206684,0.347998,0.358657,0.356587,0.442220,0.342632,0.352170,0.342632,0.624941,0.356025,0.296107,0.348501,3.102653,3.377721,0.375302,0.344739,1.980841,1.700282,1.396879,1.402371,0.350593,0.349220,0.396168,0.340056,1.165008,0.996084
0.354398,0.311022,0.397892,0.345347,0.343936,0.352093,0.208146,0.347886,0.359421,0.357014,0.440954,0.342560,0.352552,0.342560,0.629393,0.356549,0.296570,0.348725,3.103755,3.383261,0.375918,0.344862,1.985442,1.700576,1.397819,1.403179,0.350795,0.349455,0.397088,0.340115,1.167511,0.996180
0.354172,0.311027,0.397513,0.345340,0.343941,0.352368,0.209548,0.348112,0.360020,0.357548,0.439632,0.342561,0.352839,0.342561,0.633695,0.356995,0.297058,0.348905,3.105415,3.388418,0.376491,0.345046,1.989887,1.701256,1.398531,1.404160,0.351040,0.349633,0.397977,0.340251,1.169658,0.995991
0.354149,0.311039,0.396915,0.345396,0.343897,0.352668,0.210873,0.348577,0.360463,0.358277,0.438254,0.342603,0.353048,0.342603,0.638382,0.357352,0.297545,0.349054,3.107569,3.393528,0.377059,0.345285,1.994707,1.702174,1.398821,1.405395,0.351349,0.349705,0.398941,0.340435,1.171859,0.995322
0.354303,0.311080,0.395980,0.345494,0.343804,0.352989,0.212112,0.349175,0.360783,0.359265,0.436836,0.342626,0.353197,0.342626,0.643066,0.357613,0.298093,0.349177,3.110045,3.398173,0.377575,0.345561,1.999513,1.703120,1.398660,1.406925,0.351731,0.349665,0.399903,0.340624,1.174029,0.994126
0.354587,0.311163,0.394722,0.345612,0.343682,0.353330,0.213269,0.349803,0.361015,0.360637,0.435418,0.342565,0.353300,0.342565,0.647354,0.357716,0.298748,0.349271,3.112663,3.402096,0.378011,0.345851,2.003928,1.703813,1.398168,1.408850,0.352212,0.349542,0.400786,0.340763,1.176143,0.992418
0.354952,0.311294,0.393242,0.345741,0.343559,0.353693,0.214355,0.350356,0.361176,0.362442,0.434042,0.342388,0.353371,0.342388,0.651474,0.357481,0.299455,0.349329,3.115110,3.405627,0.378403,0.346123,2.008195,1.703906,1.397432,1.411204,0.352801,0.349358,0.401639,0.340781,1.178583,0.990241
