"user 2 alpha","user 2 beta","user 6 alpha","user 6 beta","user 7 alpha","user 7 beta","user 8 alpha","user 8 beta","user 9 alpha","user 9 beta","user 12 alpha","user 12 beta","user 13 alpha","user 13 beta","user 16 alpha","user 16 beta","user 17 alpha","user 17 beta","SumBeta","SumAlpha","Alpha waves, Tutorial, all users","Beta waves, Tutorial, all users","LearnersAlpha","LearnersBeta","NonLearnersAlpha","NonLearnersBeta","(NonLearnersBeta) / 4","(NonLearnersAlpha) / 4","(LearnersAlpha) / 5","(LearnersBeta) / 5","LearnersAB","NonLearnesAB"
0.454195,0.309079,0.318215,0.375824,0.353076,0.394784,0.543447,0.320497,0.362139,0.354463,0.329502,0.346119,0.747955,0.346119,0.414336,0.335397,0.370730,0.348414,3.130695,3.893595,0.432622,0.347855,2.489436,1.657210,1.404160,1.473485,0.368371,0.351040,0.497887,0.331442,1.502185,0.952951
0.452785,0.308870,0.318155,0.375995,0.353028,0.395417,0.544611,0.320069,0.361908,0.353727,0.330001,0.346426,0.747796,0.346426,0.413604,0.335401,0.371000,0.347028,3.129361,3.892888,0.432543,0.347707,2.488797,1.657193,1.404091,1.472168,0.368042,0.351023,0.497759,0.331439,1.501815,0.953758
0.451246,0.308691,0.318118,0.376229,0.352969,0.395975,0.545756,0.319987,0.361614,0.353205,0.330472,0.346428,0.747506,0.346428,0.413242,0.335362,0.371342,0.346043,3.128348,3.892263,0.432474,0.347594,2.488221,1.656896,1.404042,1.471452,0.367863,0.351011,0.497644,0.331379,1.501737,0.954188
0.449620,0.308570,0.318068,0.376496,0.352906,0.396486,0.546831,0.320112,0.361283,0.352833,0.330918,0.346245,0.747036,0.346245,0.413133,0.335298,0.371678,0.345097,3.127383,3.891474,0.432386,0.347487,2.487538,1.656470,1.403936,1.470913,0.367728,0.350984,0.497508,0.331294,1.501710,0.954466
0.447972,0.308477,0.317970,0.376767,0.352852,0.396969,0.547807,0.320155,0.360945,0.352561,0.331345,0.345987,0.746456,0.345987,0.413195,0.335225,0.371954,0.344227,3.126354,3.890495,0.432277,0.347373,2.486775,1.655831,1.403721,1.470524,0.367631,0.350930,0.497355,0.331166,1.501829,0.954572
0.446385,0.308390,0.317794,0.377009,0.352819,0.397432,0.548671,0.319994,0.360629,0.352340,0.331759,0.345736,0.745774,0.345736,0.413425,0.335155,0.372169,0.343421,3.125212,3.889424,0.432158,0.347246,2.486013,1.655011,1.403411,1.470201,0.367550,0.350853,0.497203,0.331002,1.502113,0.954571
0.444946,0.308300,0.317524,0.377194,0.352817,0.397879,0.549425,0.319624,0.360355,0.352119,0.332170,0.345534,0.744988,0.345534,0.413910,0.335097,0.372341,0.342384,3.123665,3.888476,0.432053,0.347074,2.485439,1.654088,1.403037,1.469577,0.367394,0.350759,0.497088,0.330818,1.502604,0.954722
0.443706,0.308208,0.317150,0.377298,0.352850,0.398306,0.550081,0.319130,0.360135,0.351878,0.332591,0.345269,0.744102,0.345269,0.414699,0.335061,0.372402,0.341507,3.121926,3.887714,0.431968,0.346881,2.485178,1.652937,1.402536,1.468989,0.367247,0.350634,0.497036,0.330587,1.503493,0.954763
0.442566,0.308117,0.316673,0.377306,0.352914,0.398708,0.550659,0.318607,0.359970,0.351625,0.333038,0.344946,0.743118,0.344946,0.415635,0.335059,0.372289,0.340821,3.120134,3.886863,0.431874,0.346682,2.485017,1.651674,1.401846,1.468459,0.367115,0.350462,0.497003,0.330335,1.504544,0.954637
0.441300,0.308031,0.316101,0.377204,0.352999,0.399075,0.551184,0.318072,0.359858,0.351391,0.333532,0.344648,0.742044,0.344648,0.416636,0.335100,0.371939,0.340196,3.118364,3.885594,0.431733,0.346485,2.484696,1.650499,1.400897,1.467866,0.366966,0.350224,0.496939,0.330100,1.505422,0.954377
0.439876,0.307954,0.315435,0.376968,0.353097,0.399398,0.551678,0.317474,0.359792,0.351219,0.334093,0.344463,0.740890,0.344463,0.417629,0.335197,0.371149,0.339541,3.116678,3.883640,0.431516,0.346298,2.484167,1.649553,1.399473,1.467125,0.366781,0.349868,0.496833,0.329911,1.505964,0.953888
0.438285,0.307890,0.314666,0.376565,0.353197,0.399664,0.552163,0.316760,0.359769,0.351162,0.334739,0.344476,0.739674,0.344476,0.418540,0.335358,0.369698,0.338600,3.114952,3.880731,0.431192,0.346106,2.483401,1.648960,1.397331,1.465992,0.366498,0.349333,0.496680,0.329792,1.506040,0.953164
0.436534,0.307843,0.313778,0.376009,0.353293,0.399858,0.552653,0.316026,0.359786,0.351273,0.335477,0.344735,0.738433,0.344735,0.419347,0.335590,0.367418,0.337728,3.113797,3.876719,0.430747,0.345977,2.482443,1.648929,1.394275,1.464868,0.366217,0.348569,0.496489,0.329786,1.505488,0.951809
0.434664,0.307815,0.312743,0.375389,0.353383,0.399966,0.553156,0.315308,0.359839,0.351574,0.336312,0.345230,0.737218,0.345230,0.420082,0.335890,0.364021,0.336901,3.113304,3.871420,0.430158,0.345923,2.481433,1.649474,1.389987,1.463830,0.365957,0.347497,0.496287,0.329895,1.504378,0.949555
0.432766,0.307808,0.311525,0.374814,0.353468,0.399971,0.553676,0.314558,0.359930,0.352041,0.337243,0.345905,0.736083,0.345905,0.420794,0.336254,0.359714,0.335905,3.113161,3.865199,0.429467,0.345907,2.480562,1.650430,1.384637,1.462731,0.365683,0.346159,0.496112,0.330086,1.502979,0.946610
0.430960,0.307823,0.310086,0.374374,0.353548,0.399862,0.554213,0.313756,0.360060,0.352603,0.338267,0.346686,0.735068,0.346686,0.421499,0.336673,0.355909,0.334938,3.113400,3.859611,0.428846,0.345933,2.480008,1.651623,1.379603,1.461777,0.365444,0.344901,0.496002,0.330325,1.501558,0.943785
0.429353,0.307856,0.308409,0.374114,0.353621,0.399626,0.554772,0.312906,0.360234,0.353150,0.339373,0.347493,0.734189,0.347493,0.422111,0.337153,0.352719,0.333698,3.113489,3.854780,0.428309,0.345943,2.479798,1.652901,1.374982,1.460588,0.365147,0.343745,0.495960,0.330580,1.500270,0.941389
0.427990,0.307902,0.306621,0.374030,0.353680,0.399256,0.555356,0.312049,0.360453,0.353567,0.340547,0.348238,0.733437,0.348238,0.422568,0.337717,0.350089,0.332219,3.113216,3.850741,0.427860,0.345913,2.479898,1.654143,1.370843,1.459073,0.364768,0.342711,0.495980,0.330829,1.499204,0.939530
0.426860,0.307954,0.304981,0.374192,0.353723,0.398748,0.555968,0.311241,0.360718,0.353803,0.341757,0.348836,0.732789,0.348836,0.422912,0.338357,0.348034,0.330453,3.112420,3.847743,0.427527,0.345824,2.480287,1.655225,1.367457,1.457195,0.364299,0.341864,0.496057,0.331045,1.498459,0.938417
0.425928,0.308002,0.303586,0.374656,0.353757,0.398103,0.556605,0.310525,0.361024,0.353874,0.342958,0.349241,0.732190,0.349241,0.423207,0.339001,0.346533,0.329113,3.111756,3.845790,0.427310,0.345751,2.480889,1.656009,1.364901,1.455746,0.363937,0.341225,0.496178,0.331202,1.498113,0.937596
0.425164,0.308042,0.302448,0.375405,0.353806,0.397331,0.557258,0.309929,0.361372,0.353800,0.344093,0.349485,0.731539,0.349485,0.423451,0.339602,0.345457,0.328549,3.111628,3.844588,0.427176,0.345736,2.481506,1.656545,1.363083,1.455084,0.363771,0.340771,0.496301,0.331309,1.498001,0.936773
0.424557,0.308067,0.301560,0.376330,0.353883,0.396443,0.557911,0.309482,0.361761,0.353581,0.345099,0.349676,0.730700,0.349676,0.423648,0.340167,0.344707,0.328062,3.111484,3.843827,0.427092,0.345720,2.481916,1.657068,1.361911,1.454416,0.363604,0.340478,0.496383,0.331414,1.497775,0.936397
0.424117,0.308074,0.300915,0.377215,0.353935,0.395464,0.558542,0.309206,0.362195,0.353218,0.345906,0.349855,0.729530,0.349855,0.423818,0.340678,0.344178,0.327690,3.111255,3.843136,0.427015,0.345695,2.481913,1.657668,1.361222,1.453586,0.363397,0.340306,0.496383,0.331534,1.497231,0.936458
0.423871,0.308065,0.300513,0.377957,0.353912,0.394435,0.559124,0.309111,0.362673,0.352712,0.346444,0.349962,0.727897,0.349962,0.423979,0.341086,0.343804,0.327625,3.110915,3.842218,0.426913,0.345657,2.481315,1.658187,1.360902,1.452729,0.363182,0.340226,0.496263,0.331637,1.496403,0.936791
0.423838,0.308040,0.300349,0.378573,0.353837,0.393413,0.559625,0.309185,0.363197,0.352070,0.346675,0.349983,0.725672,0.349983,0.424151,0.341349,0.343576,0.327235,3.109832,3.840921,0.426769,0.345537,2.479961,1.658540,1.360960,1.451292,0.362823,0.340240,0.495992,0.331708,1.495267,0.937758
0.423993,0.308004,0.300420,0.379094,0.353746,0.392469,0.560011,0.309403,0.363775,0.351292,0.346626,0.349932,0.722736,0.349932,0.424348,0.341457,0.343465,0.326942,3.108527,3.839120,0.426569,0.345392,2.477713,1.658730,1.361407,1.449797,0.362449,0.340352,0.495543,0.331746,1.493741,0.939033
0.424274,0.307964,0.300724,0.379529,0.353664,0.391675,0.560246,0.309716,0.364420,0.350306,0.346407,0.349825,0.719101,0.349825,0.424584,0.341422,0.343394,0.326603,3.106864,3.836813,0.426313,0.345207,2.474611,1.658752,1.362202,1.448112,0.362028,0.340550,0.494922,0.331750,1.491851,0.940675
0.424661,0.307931,0.301261,0.379872,0.353605,0.391092,0.560302,0.310054,0.365149,0.349090,0.346174,0.349666,0.715319,0.349666,0.424868,0.341269,0.343265,0.326880,3.105522,3.834604,0.426067,0.345058,2.471323,1.658588,1.363281,1.446934,0.361733,0.340820,0.494265,0.331718,1.490017,0.942186
0.425172,0.307920,0.302028,0.380106,0.353576,0.390768,0.560161,0.310414,0.365981,0.347820,0.346053,0.349473,0.712051,0.349473,0.425212,0.341033,0.343002,0.326986,3.103995,3.833237,0.425915,0.344888,2.468649,1.658314,1.364587,1.445680,0.361420,0.341147,0.493730,0.331663,1.488650,0.943907
0.425845,0.307956,0.303010,0.380224,0.353574,0.390733,0.559825,0.310867,0.366937,0.346642,0.346091,0.349285,0.709369,0.349285,0.425646,0.340759,0.342600,0.326208,3.101960,3.832897,0.425877,0.344662,2.466776,1.658153,1.366121,1.443807,0.360952,0.341530,0.493355,0.331631,1.487665,0.946193
0.426758,0.308063,0.304172,0.380238,0.353593,0.391008,0.559316,0.311434,0.368041,0.345511,0.346280,0.349174,0.707155,0.349174,0.426210,0.340495,0.342119,0.325339,3.100436,3.833644,0.425960,0.344493,2.465719,1.658340,1.367925,1.442096,0.360524,0.341981,0.493144,0.331668,1.486860,0.948567
0.428000,0.308231,0.305319,0.380171,0.353629,0.391607,0.558684,0.312063,0.369312,0.344194,0.346594,0.349222,0.705335,0.349222,0.426928,0.340288,0.341620,0.324252,3.099251,3.835422,0.426158,0.344361,2.465541,1.659026,1.369880,1.440225,0.360056,0.342470,0.493108,0.331805,1.486137,0.951158
0.429594,0.308407,0.306395,0.380052,0.353677,0.392523,0.557993,0.312665,0.370718,0.342332,0.347009,0.349467,0.703891,0.349467,0.427780,0.340176,0.341152,0.323043,3.098132,3.838208,0.426468,0.344237,2.466266,1.660181,1.371942,1.437951,0.359488,0.342985,0.493253,0.332036,1.485540,0.954095
0.431521,0.308563,0.307404,0.379921,0.353734,0.393707,0.557304,0.313150,0.371995,0.339825,0.347501,0.349856,0.702813,0.349856,0.428735,0.340180,0.340737,0.321059,3.096117,3.841744,0.426860,0.344013,2.467875,1.661606,1.373870,1.434511,0.358628,0.343467,0.493575,0.332321,1.485235,0.957727
0.433544,0.308702,0.308346,0.379817,0.353797,0.395053,0.556666,0.313454,0.372978,0.337601,0.348047,0.350267,0.701971,0.350267,0.429554,0.340301,0.340383,0.318594,3.094057,3.845287,0.427254,0.343784,2.469783,1.662992,1.375504,1.431065,0.357766,0.343876,0.493957,0.332598,1.485144,0.961175
0.435536,0.308823,0.309222,0.379751,0.353860,0.396462,0.556108,0.313566,0.373520,0.336340,0.348629,0.350570,0.701243,0.350570,0.430202,0.340522,0.340084,0.318400,3.095002,3.848404,0.427600,0.343889,2.471717,1.664050,1.376687,1.430952,0.357738,0.344172,0.494343,0.332810,1.485363,0.962078
0.437466,0.308918,0.310027,0.379706,0.353919,0.397917,0.555645,0.313518,0.373476,0.336138,0.349227,0.350690,0.700550,0.350690,0.430694,0.340816,0.339785,0.317449,3.095842,3.850789,0.427865,0.343982,2.473581,1.664632,1.377207,1.431210,0.357803,0.344302,0.494716,0.332926,1.485963,0.962267
0.439309,0.308986,0.310743,0.379657,0.353966,0.399472,0.555289,0.313364,0.372706,0.336890,0.349829,0.350621,0.699848,0.350621,0.431057,0.341151,0.339451,0.316216,3.096978,3.852197,0.428022,0.344109,2.475331,1.664742,1.376866,1.432236,0.358059,0.344217,0.495066,0.332948,1.486916,0.961340
0.441052,0.309026,0.311285,0.379580,0.353994,0.401187,0.555055,0.313157,0.371209,0.338545,0.350421,0.350396,0.699134,0.350396,0.431319,0.341495,0.339181,0.316435,3.100217,3.852649,0.428072,0.344469,2.476981,1.664470,1.375669,1.435747,0.358937,0.343917,0.495396,0.332894,1.488149,0.958155
0.442688,0.309044,0.311463,0.379477,0.354000,0.403069,0.554954,0.312939,0.369794,0.340449,0.350992,0.350063,0.698473,0.350063,0.431502,0.341820,0.338944,0.316262,3.103188,3.852809,0.428090,0.344799,2.478608,1.663931,1.374200,1.439257,0.359814,0.343550,0.495722,0.332786,1.489610,0.954798
0.444213,0.309047,0.311190,0.379387,0.353983,0.405044,0.554978,0.312742,0.368876,0.341562,0.351534,0.349674,0.698012,0.349674,0.431624,0.342114,0.338644,0.316294,3.105537,3.853055,0.428117,0.345060,2.480361,1.663250,1.372694,1.442287,0.360572,0.343173,0.496072,0.332650,1.491274,0.951748
0.445638,0.309042,0.310396,0.379368,0.353951,0.406989,0.555102,0.312584,0.368254,0.342176,0.352044,0.349286,0.697754,0.349286,0.431697,0.342384,0.338292,0.316356,3.107471,3.853127,0.428125,0.345275,2.482234,1.662581,1.370893,1.444889,0.361222,0.342723,0.496447,0.332516,1.493000,0.948788
0.447018,0.309034,0.309002,0.379468,0.353913,0.408800,0.555286,0.312490,0.367770,0.342526,0.352519,0.348962,0.697630,0.348962,0.431728,0.342661,0.337900,0.316912,3.109815,3.852765,0.428085,0.345535,2.484181,1.662109,1.368584,1.447706,0.361926,0.342146,0.496836,0.332422,1.494596,0.945347
0.448465,0.309030,0.306953,0.379703,0.353878,0.410400,0.555496,0.312494,0.367341,0.342698,0.352958,0.348773,0.697568,0.348773,0.431717,0.342947,0.337453,0.317675,3.112493,3.851829,0.427981,0.345833,2.486204,1.662017,1.365625,1.450476,0.362619,0.341406,0.497241,0.332403,1.495896,0.941501
0.450131,0.309033,0.304258,0.380037,0.353856,0.411743,0.555703,0.312652,0.366922,0.342791,0.353360,0.348813,0.697507,0.348813,0.431662,0.343165,0.336958,0.317385,3.114431,3.850357,0.427817,0.346048,2.488363,1.662475,1.361994,1.451956,0.362989,0.340498,0.497673,0.332495,1.496782,0.938041
0.452188,0.309044,0.300986,0.380413,0.353849,0.412800,0.555881,0.312992,0.366486,0.342833,0.353729,0.349191,0.697385,0.349191,0.431559,0.343260,0.336437,0.316889,3.116615,3.848501,0.427611,0.346291,2.490743,1.663679,1.357758,1.452935,0.363234,0.339440,0.498149,0.332736,1.497129,0.934493
0.454831,0.309064,0.297261,0.380792,0.353857,0.413556,0.556010,0.313438,0.366012,0.342716,0.354065,0.349890,0.697133,0.349890,0.431405,0.343246,0.335896,0.316713,3.119303,3.846470,0.427386,0.346589,2.493444,1.665527,1.353026,1.453777,0.363444,0.338256,0.498689,0.333105,1.497090,0.930697
0.458285,0.309090,0.293344,0.381167,0.353875,0.414008,0.556069,0.313925,0.365487,0.342265,0.354370,0.350588,0.696689,0.350588,0.431200,0.343154,0.335299,0.319031,3.123816,3.844618,0.427180,0.347091,2.496613,1.667345,1.348005,1.456470,0.364118,0.337001,0.499323,0.333469,1.497359,0.925528
0.462797,0.309120,0.289663,0.381573,0.353896,0.414157,0.556044,0.314507,0.364920,0.341307,0.354641,0.351069,0.696013,0.351069,0.430960,0.343016,0.334608,0.320171,3.125989,3.843542,0.427060,0.347332,2.500455,1.668781,1.343087,1.457208,0.364302,0.335772,0.500091,0.333756,1.498372,0.921685
0.468509,0.309149,0.286578,0.382085,0.353915,0.414015,0.555925,0.315279,0.364339,0.339544,0.354875,0.351339,0.695082,0.351339,0.430711,0.342861,0.333828,0.322454,3.128064,3.843761,0.427085,0.347563,2.505101,1.669966,1.338660,1.458098,0.364524,0.334665,0.501020,0.333993,1.500091,0.918086
0.473456,0.309171,0.284166,0.382699,0.353930,0.413602,0.555702,0.316364,0.363782,0.337035,0.355070,0.351448,0.693879,0.351448,0.430486,0.342714,0.333030,0.323874,3.128355,3.843502,0.427056,0.347595,2.508593,1.671146,1.334909,1.457210,0.364302,0.333727,0.501719,0.334229,1.501122,0.916072
0.476911,0.309185,0.282360,0.383258,0.353941,0.412952,0.555376,0.317946,0.363285,0.334474,0.355224,0.351444,0.692392,0.351444,0.430309,0.342598,0.332269,0.324706,3.128008,3.842067,0.426896,0.347556,2.510212,1.672618,1.331855,1.455390,0.363847,0.332964,0.502042,0.334524,1.500768,0.915119
0.479123,0.309189,0.281065,0.383734,0.353946,0.412109,0.554947,0.320120,0.362877,0.333148,0.355341,0.351368,0.690612,0.351368,0.430198,0.342530,0.331566,0.323644,3.127208,3.839675,0.426631,0.347468,2.510221,1.674575,1.329454,1.452633,0.363158,0.332363,0.502044,0.334915,1.499020,0.915203
0.480414,0.309184,0.280196,0.384166,0.353949,0.411135,0.554420,0.321654,0.362579,0.332472,0.355433,0.351248,0.688539,0.351248,0.430168,0.342521,0.330952,0.322672,3.126300,3.836649,0.426294,0.347367,2.508974,1.675855,1.327676,1.450445,0.362611,0.331919,0.501795,0.335171,1.497131,0.915357
0.481051,0.309173,0.279686,0.384582,0.353949,0.410107,0.553803,0.322077,0.362404,0.332074,0.355523,0.351105,0.686185,0.351105,0.430228,0.342577,0.330427,0.321677,3.124476,3.833255,0.425917,0.347164,2.506790,1.676036,1.326466,1.448440,0.362110,0.331616,0.501358,0.335207,1.495666,0.915789
0.481215,0.309158,0.279464,0.384977,0.353946,0.409106,0.553107,0.321846,0.362358,0.331908,0.355637,0.350957,0.683589,0.350957,0.430372,0.342693,0.329949,0.320721,3.122324,3.829637,0.425515,0.346925,2.503920,1.675611,1.325717,1.446713,0.361678,0.331429,0.500784,0.335122,1.494332,0.916365
0.481036,0.309145,0.279353,0.385318,0.353941,0.408207,0.552344,0.321408,0.362434,0.331986,0.355809,0.350824,0.680819,0.350824,0.430588,0.342863,0.329468,0.319899,3.120475,3.825793,0.425088,0.346719,2.500596,1.675065,1.325197,1.445410,0.361352,0.331299,0.500119,0.335013,1.492835,0.916831
0.480614,0.309134,0.279294,0.385577,0.353933,0.407468,0.551535,0.320936,0.362616,0.332339,0.356076,0.350727,0.677961,0.350727,0.430856,0.343072,0.328873,0.320062,3.120042,3.821759,0.424640,0.346671,2.497042,1.674595,1.324717,1.445447,0.361362,0.331179,0.499408,0.334919,1.491132,0.916476
0.480026,0.309126,0.279293,0.385750,0.353921,0.406918,0.550707,0.320408,0.362877,0.332982,0.356416,0.350673,0.675088,0.350673,0.431154,0.343305,0.327965,0.320396,3.120232,3.817448,0.424161,0.346692,2.493392,1.674186,1.324056,1.446046,0.361512,0.331014,0.498678,0.334837,1.489316,0.915639
0.479335,0.309123,0.279372,0.385832,0.353907,0.406562,0.549899,0.319766,0.363184,0.333897,0.356749,0.350661,0.672229,0.350661,0.431462,0.343544,0.326724,0.320535,3.120581,3.812861,0.423651,0.346731,2.489675,1.673755,1.323186,1.446826,0.361706,0.330797,0.497935,0.334751,1.487478,0.914545
0.478594,0.309122,0.279566,0.385810,0.353892,0.406376,0.549151,0.319043,0.363495,0.335151,0.357075,0.350674,0.669370,0.350674,0.431764,0.343772,0.325199,0.320681,3.121304,3.808105,0.423123,0.346812,2.485953,1.673285,1.322152,1.448019,0.362005,0.330538,0.497191,0.334657,1.485672,0.913076
0.477844,0.309122,0.279916,0.385720,0.353878,0.406321,0.548499,0.318306,0.363772,0.336904,0.357397,0.350685,0.666470,0.350685,0.432056,0.343971,0.323284,0.321295,3.123011,3.803117,0.422569,0.347001,2.482266,1.672770,1.320851,1.450240,0.362560,0.330213,0.496453,0.334554,1.483925,0.910781
0.477124,0.309121,0.280460,0.385626,0.353868,0.406351,0.547974,0.317564,0.363984,0.339380,0.357725,0.350663,0.663476,0.350663,0.432343,0.344127,0.320814,0.323042,3.126537,3.797767,0.421974,0.347393,2.478642,1.672139,1.319125,1.454399,0.363600,0.329781,0.495728,0.334428,1.482318,0.906990
0.476464,0.309117,0.281237,0.385514,0.353859,0.406431,0.547605,0.316831,0.364056,0.342781,0.358071,0.350589,0.660334,0.350589,0.432629,0.344228,0.317912,0.323908,3.129989,3.792167,0.421352,0.347777,2.475103,1.671354,1.317064,1.458635,0.364659,0.329266,0.495021,0.334271,1.480897,0.902943
0.475890,0.309108,0.282289,0.385320,0.353848,0.406534,0.547421,0.316113,0.363947,0.345137,0.358450,0.350472,0.656988,0.350472,0.432912,0.344269,0.315042,0.324972,3.132395,3.786788,0.420754,0.348044,2.471661,1.670433,1.315127,1.461962,0.365491,0.328782,0.494332,0.334087,1.479653,0.899563
0.475421,0.309094,0.283640,0.385003,0.353831,0.406639,0.547452,0.315392,0.363656,0.346342,0.358867,0.350352,0.653381,0.350352,0.433189,0.344263,0.312517,0.326007,3.133445,3.781954,0.420217,0.348161,2.468309,1.669454,1.313645,1.463991,0.365998,0.328411,0.493662,0.333891,1.478513,0.897304
0.475067,0.309075,0.285300,0.384628,0.353804,0.406735,0.547718,0.314649,0.363199,0.346763,0.359316,0.350285,0.649457,0.350285,0.433447,0.344252,0.310554,0.326260,3.132933,3.777863,0.419763,0.348104,2.465006,1.668546,1.312857,1.464387,0.366097,0.328214,0.493001,0.333709,1.477337,0.896524
0.474832,0.309051,0.287268,0.384236,0.353768,0.406812,0.548212,0.313892,0.362595,0.346761,0.359785,0.350304,0.645177,0.350304,0.433665,0.344253,0.309308,0.325934,3.131547,3.774609,0.419401,0.347950,2.461670,1.667803,1.312939,1.463743,0.365936,0.328235,0.492334,0.333561,1.475996,0.896973
0.474708,0.309024,0.289549,0.383836,0.353726,0.406863,0.548885,0.313125,0.361849,0.346726,0.360258,0.350409,0.640585,0.350409,0.433803,0.344200,0.308630,0.325629,3.130221,3.771993,0.419110,0.347802,2.458239,1.667166,1.313754,1.463055,0.365764,0.328439,0.491648,0.333433,1.474502,0.897953
0.474679,0.308993,0.292143,0.383432,0.353689,0.406884,0.549659,0.312331,0.360958,0.346766,0.360717,0.350581,0.636051,0.350581,0.433823,0.344055,0.308286,0.325315,3.128939,3.770005,0.418889,0.347660,2.454929,1.666542,1.315076,1.462397,0.365599,0.328769,0.490986,0.333308,1.473067,0.899261
0.474716,0.308959,0.294948,0.383058,0.353663,0.406870,0.550427,0.311566,0.359939,0.346829,0.361126,0.350792,0.632114,0.350792,0.433689,0.343846,0.308197,0.324951,3.127664,3.768819,0.418758,0.347518,2.452072,1.665956,1.316747,1.461709,0.365427,0.329187,0.490414,0.333191,1.471872,0.900827
0.474780,0.308923,0.297914,0.382777,0.353651,0.406821,0.551113,0.310813,0.358856,0.346979,0.361437,0.351020,0.628911,0.351020,0.433372,0.343620,0.308407,0.324486,3.126459,3.768442,0.418716,0.347384,2.449614,1.665395,1.318828,1.461064,0.365266,0.329707,0.489923,0.333079,1.470890,0.902649
0.474828,0.308884,0.301057,0.382366,0.353651,0.406738,0.551730,0.310028,0.357917,0.347273,0.361606,0.351280,0.626392,0.351280,0.432847,0.343420,0.308874,0.324227,3.125495,3.768903,0.418767,0.347277,2.447403,1.664891,1.321500,1.460604,0.365151,0.330375,0.489481,0.332978,1.470008,0.904763
0.474837,0.308845,0.304396,0.382091,0.353659,0.406625,0.552286,0.309241,0.357170,0.347559,0.361597,0.351608,0.624473,0.351608,0.432094,0.343277,0.309427,0.324122,3.124975,3.769938,0.418882,0.347219,2.445287,1.664579,1.324651,1.460397,0.365099,0.331163,0.489057,0.332916,1.469012,0.907049
0.474800,0.308808,0.307928,0.382172,0.353673,0.406497,0.552707,0.308524,0.356637,0.347727,0.361386,0.352002,0.623064,0.352002,0.431116,0.343204,0.309999,0.324064,3.125000,3.771310,0.419034,0.347222,2.443073,1.664540,1.328237,1.460460,0.365115,0.332059,0.488615,0.332908,1.467716,0.909465
0.474719,0.308775,0.311632,0.382493,0.353694,0.406391,0.552843,0.307879,0.356316,0.347818,0.360966,0.352417,0.622077,0.352417,0.429972,0.343199,0.310683,0.324067,3.125456,3.772900,0.419211,0.347273,2.440576,1.664688,1.332324,1.460769,0.365192,0.333081,0.488115,0.332938,1.466087,0.912070
0.474591,0.308750,0.315483,0.383004,0.353719,0.406376,0.552570,0.307376,0.356176,0.347908,0.360373,0.352848,0.621412,0.352848,0.428802,0.343248,0.311553,0.324268,3.126626,3.774679,0.419409,0.347403,2.437748,1.665070,1.336931,1.461556,0.365389,0.334233,0.487550,0.333014,1.464051,0.914732
0.474411,0.308736,0.319488,0.383707,0.353742,0.406555,0.551816,0.307104,0.356188,0.348356,0.359692,0.353374,0.620966,0.353374,0.427702,0.343334,0.312509,0.324555,3.129095,3.776514,0.419613,0.347677,2.434587,1.665922,1.341927,1.463173,0.365793,0.335482,0.486917,0.333184,1.461405,0.917135
0.474178,0.308737,0.323700,0.384523,0.353750,0.407036,0.550508,0.307091,0.356340,0.349126,0.359028,0.354083,0.620651,0.354083,0.426705,0.343440,0.313339,0.324786,3.132906,3.778199,0.419800,0.348101,2.431070,1.667435,1.347129,1.465471,0.366368,0.336782,0.486214,0.333487,1.457970,0.919246
0.473888,0.308753,0.328193,0.385276,0.353728,0.407843,0.548537,0.307321,0.356625,0.349359,0.358456,0.355023,0.620399,0.355023,0.425822,0.343550,0.314051,0.325014,3.137161,3.779699,0.419967,0.348573,2.427103,1.669670,1.352597,1.467491,0.366873,0.338149,0.485421,0.333934,1.453642,0.921707
0.473546,0.308784,0.332971,0.385868,0.353669,0.408816,0.545730,0.307751,0.357039,0.349329,0.358002,0.356194,0.620134,0.356194,0.425058,0.343651,0.314823,0.325256,3.141842,3.780972,0.420108,0.349094,2.422470,1.672574,1.358502,1.469268,0.367317,0.339625,0.484494,0.334515,1.448349,0.924611
0.473158,0.308826,0.337872,0.386288,0.353579,0.409727,0.541897,0.308309,0.357585,0.349029,0.357662,0.357546,0.619767,0.357546,0.424414,0.343733,0.315753,0.325448,3.146454,3.781686,0.420187,0.349606,2.416898,1.675961,1.364789,1.470492,0.367623,0.341197,0.483380,0.335192,1.442096,0.928117
0.472732,0.308872,0.342621,0.386507,0.353476,0.410467,0.537459,0.308899,0.358267,0.348442,0.357420,0.358963,0.619208,0.358963,0.423885,0.343791,0.316671,0.325342,3.150246,3.781738,0.420193,0.350027,2.410703,1.679488,1.371035,1.470758,0.367689,0.342759,0.482141,0.335898,1.435380,0.932196
0.472281,0.308913,0.346970,0.386474,0.353389,0.411029,0.533090,0.309416,0.359069,0.347633,0.357258,0.360289,0.618375,0.360289,0.423456,0.343819,0.317419,0.325311,3.153171,3.781307,0.420145,0.350352,2.404461,1.682724,1.376847,1.470447,0.367612,0.344212,0.480892,0.336545,1.428909,0.936346
0.471817,0.308940,0.350761,0.386143,0.353347,0.411439,0.528899,0.309782,0.359931,0.346849,0.357168,0.361341,0.617198,0.361341,0.423110,0.343816,0.318000,0.325286,3.154936,3.780230,0.420026,0.350548,2.398192,1.685219,1.382038,1.469716,0.367429,0.345510,0.479638,0.337044,1.423074,0.940344
